user_id,first_name,last_name,email,account_created,national_id,internal_notes,city,country,ID,amount,timestamp,payment_method,is_fraud
CUST0008,nokuthula,motsepe,n*******************@example.co.za,25/10/2024 09:26:00,763XXXXXXXXXXXXXXXXX,note_8,Pretoria,South Africa,TXN00089,6685.07,21/12/2024 15:44:00,mobile_payment,0
CUST0008,nokuthula,motsepe,n*******************@example.co.za,25/10/2024 09:26:00,763XXXXXXXXXXXXXXXXX,note_8,Pretoria,South Africa,TXN00098,130.57,12/09/2023 05:13:00,card,0
CUST0008,nokuthula,motsepe,n*******************@example.co.za,25/10/2024 09:26:00,763XXXXXXXXXXXXXXXXX,note_8,Pretoria,South Africa,TXN00118,5388.89,13/08/2023 01:17:00,mobile_payment,0
CUST0008,nokuthula,motsepe,n*******************@example.co.za,25/10/2024 09:26:00,763XXXXXXXXXXXXXXXXX,note_8,Pretoria,South Africa,TXN00146,8591.14,19/06/2024 13:49:00,cash,0
CUST0008,nokuthula,motsepe,n*******************@example.co.za,25/10/2024 09:26:00,763XXXXXXXXXXXXXXXXX,note_8,Pretoria,South Africa,TXN00151,571.37,02/05/2024 23:20:00,mobile_payment,0
CUST0008,nokuthula,motsepe,n*******************@example.co.za,25/10/2024 09:26:00,763XXXXXXXXXXXXXXXXX,note_8,Pretoria,South Africa,TXN00196,4458.97,28/04/2025 18:38:00,mobile_payment,0
CUST0008,nokuthula,motsepe,n*******************@example.co.za,25/10/2024 09:26:00,763XXXXXXXXXXXXXXXXX,note_8,Pretoria,South Africa,TXN00198,2194.91,10/11/2024 08:40:00,card,0
CUST0009,naledi,nkosi,n**************@example.co.za,24/07/2022 03:00:00,108XXXXXXXXXXXXXXXXX,note_9,Kimberley,South Africa,TXN00003,5707.86,23/03/2025 11:30:00,card,0
CUST0009,naledi,nkosi,n**************@example.co.za,24/07/2022 03:00:00,108XXXXXXXXXXXXXXXXX,note_9,Kimberley,South Africa,TXN00032,6642.71,16/11/2024 08:49:00,mobile_payment,0
CUST0009,naledi,nkosi,n**************@example.co.za,24/07/2022 03:00:00,108XXXXXXXXXXXXXXXXX,note_9,Kimberley,South Africa,TXN00105,7896.67,17/06/2023 02:23:00,card,0
CUST0010,themba,cele,t*************@example.co.za,29/12/2022 16:27:00,430XXXXXXXXXXXXXXXXX,note_10,Pretoria,South Africa,TXN00030,6717.83,07/11/2024 06:50:00,cash,0
CUST0010,themba,cele,t*************@example.co.za,29/12/2022 16:27:00,430XXXXXXXXXXXXXXXXX,note_10,Pretoria,South Africa,TXN00031,4145.87,11/02/2024 02:03:00,mobile_payment,0
CUST0010,themba,cele,t*************@example.co.za,29/12/2022 16:27:00,430XXXXXXXXXXXXXXXXX,note_10,Pretoria,South Africa,TXN00035,1203.42,14/06/2023 02:47:00,mobile_payment,0
CUST0010,themba,cele,t*************@example.co.za,29/12/2022 16:27:00,430XXXXXXXXXXXXXXXXX,note_10,Pretoria,South Africa,TXN00054,9345.77,17/09/2024 10:57:00,bank_transfer,0
CUST0010,themba,cele,t*************@example.co.za,29/12/2022 16:27:00,430XXXXXXXXXXXXXXXXX,note_10,Pretoria,South Africa,TXN00072,6251.43,11/01/2024 11:11:00,mobile_payment,0
CUST0010,themba,cele,t*************@example.co.za,29/12/2022 16:27:00,430XXXXXXXXXXXXXXXXX,note_10,Pretoria,South Africa,TXN00145,7754.97,09/07/2024 13:36:00,card,0
CUST0010,themba,cele,t*************@example.co.za,29/12/2022 16:27:00,430XXXXXXXXXXXXXXXXX,note_10,Pretoria,South Africa,TXN00170,4296.3,02/11/2023 18:01:00,bank_transfer,0
CUST0011,nokuthula,mahlangu,n********************@example.co.za,21/03/2024 07:21:00,091XXXXXXXXXXXXXXXXX,note_11,Pietermaritzburg,South Africa,TXN00058,3357.78,19/11/2024 01:51:00,mobile_payment,0
CUST0011,nokuthula,mahlangu,n********************@example.co.za,21/03/2024 07:21:00,091XXXXXXXXXXXXXXXXX,note_11,Pietermaritzburg,South Africa,TXN00083,4335.33,16/10/2023 19:00:00,cash,0
CUST0011,nokuthula,mahlangu,n********************@example.co.za,21/03/2024 07:21:00,091XXXXXXXXXXXXXXXXX,note_11,Pietermaritzburg,South Africa,TXN00119,6744.64,30/08/2023 00:34:00,bank_transfer,0
CUST0011,nokuthula,mahlangu,n********************@example.co.za,21/03/2024 07:21:00,091XXXXXXXXXXXXXXXXX,note_11,Pietermaritzburg,South Africa,TXN00171,9538.25,25/08/2023 10:22:00,mobile_payment,0
CUST0011,nokuthula,mahlangu,n********************@example.co.za,21/03/2024 07:21:00,091XXXXXXXXXXXXXXXXX,note_11,Pietermaritzburg,South Africa,TXN00180,1080.83,10/11/2023 01:39:00,cash,0
CUST0011,nokuthula,mahlangu,n********************@example.co.za,21/03/2024 07:21:00,091XXXXXXXXXXXXXXXXX,note_11,Pietermaritzburg,South Africa,TXN00199,4327.64,23/04/2024 17:31:00,bank_transfer,0
CUST0012,jabu,maponya,j**************@example.co.za,07/07/2023 14:35:00,425XXXXXXXXXXXXXXXXX,,Kimberley,South Africa,TXN00052,1946.57,,cash,1
CUST0012,jabu,maponya,j**************@example.co.za,07/07/2023 14:35:00,425XXXXXXXXXXXXXXXXX,,Kimberley,South Africa,TXN00064,9884.72,18/11/2023 02:23:00,cash,0
CUST0012,jabu,maponya,j**************@example.co.za,07/07/2023 14:35:00,425XXXXXXXXXXXXXXXXX,,Kimberley,South Africa,TXN00163,9946.55,05/02/2025 13:39:00,bank_transfer,0
CUST0012,jabu,maponya,j**************@example.co.za,07/07/2023 14:35:00,425XXXXXXXXXXXXXXXXX,,Kimberley,South Africa,TXN00169,4189.1,24/02/2024 20:22:00,card,0
CUST0012,jabu,maponya,j**************@example.co.za,07/07/2023 14:35:00,425XXXXXXXXXXXXXXXXX,,Kimberley,South Africa,TXN00191,4227.33,10/03/2025 09:03:00,bank_transfer,0
CUST0013,mpho,ndlovu,m*************@example.co.za,09/10/2020 13:34:00,348XXXXXXXXXXXXXXXXX,note_13,Bloemfontein,South Africa,TXN00014,1192.02,11/06/2024 10:58:00,cash,0
CUST0013,mpho,ndlovu,m*************@example.co.za,09/10/2020 13:34:00,348XXXXXXXXXXXXXXXXX,note_13,Bloemfontein,South Africa,TXN00038,589.33,12/08/2023 04:38:00,bank_transfer,0
CUST0013,mpho,ndlovu,m*************@example.co.za,09/10/2020 13:34:00,348XXXXXXXXXXXXXXXXX,note_13,Bloemfontein,South Africa,TXN00159,6876.67,27/10/2023 06:22:00,mobile_payment,0
CUST0013,mpho,ndlovu,m*************@example.co.za,09/10/2020 13:34:00,348XXXXXXXXXXXXXXXXX,note_13,Bloemfontein,South Africa,TXN00167,4542.97,23/07/2023 15:56:00,cash,0
CUST0013,mpho,ndlovu,m*************@example.co.za,09/10/2020 13:34:00,348XXXXXXXXXXXXXXXXX,note_13,Bloemfontein,South Africa,TXN00168,3422.37,10/08/2024 16:18:00,mobile_payment,0
CUST0014,tshepo,maponya,t****************@example.co.za,20/08/2024 16:33:00,982XXXXXXXXXXXXXXXXX,note_14,Bloemfontein,South Africa,TXN00018,1287.32,05/10/2023 17:47:00,bank_transfer,0
CUST0014,tshepo,maponya,t****************@example.co.za,20/08/2024 16:33:00,982XXXXXXXXXXXXXXXXX,note_14,Bloemfontein,South Africa,TXN00034,926.19,03/11/2024 04:03:00,bank_transfer,1
CUST0014,tshepo,maponya,t****************@example.co.za,20/08/2024 16:33:00,982XXXXXXXXXXXXXXXXX,note_14,Bloemfontein,South Africa,TXN00042,8814.42,21/05/2023 04:18:00,mobile_payment,0
CUST0014,tshepo,maponya,t****************@example.co.za,20/08/2024 16:33:00,982XXXXXXXXXXXXXXXXX,note_14,Bloemfontein,South Africa,TXN00059,9331.88,16/05/2024 02:34:00,cash,0
CUST0014,tshepo,maponya,t****************@example.co.za,20/08/2024 16:33:00,982XXXXXXXXXXXXXXXXX,note_14,Bloemfontein,South Africa,TXN00080,1705.33,23/12/2024 01:55:00,bank_transfer,0
CUST0014,tshepo,maponya,t****************@example.co.za,20/08/2024 16:33:00,982XXXXXXXXXXXXXXXXX,note_14,Bloemfontein,South Africa,TXN00088,6397.15,13/02/2025 00:33:00,mobile_payment,0
CUST0014,tshepo,maponya,t****************@example.co.za,20/08/2024 16:33:00,982XXXXXXXXXXXXXXXXX,note_14,Bloemfontein,South Africa,TXN00129,3741.56,09/02/2025 20:15:00,mobile_payment,0
CUST0014,tshepo,maponya,t****************@example.co.za,20/08/2024 16:33:00,982XXXXXXXXXXXXXXXXX,note_14,Bloemfontein,South Africa,TXN00135,9508.02,13/06/2023 04:58:00,bank_transfer,0
CUST0014,tshepo,maponya,t****************@example.co.za,20/08/2024 16:33:00,982XXXXXXXXXXXXXXXXX,note_14,Bloemfontein,South Africa,TXN00157,6451.24,12/01/2024 14:21:00,card,0
CUST0014,tshepo,maponya,t****************@example.co.za,20/08/2024 16:33:00,982XXXXXXXXXXXXXXXXX,note_14,Bloemfontein,South Africa,TXN00164,5080.23,31/03/2025 10:34:00,mobile_payment,0
CUST0015,sipho,ngcobo,s**************@example.co.za,31/01/2025 11:18:00,634XXXXXXXXXXXXXXXXX,note_15,Bloemfontein,South Africa,TXN00026,5213.69,28/03/2024 14:19:00,mobile_payment,0
CUST0015,sipho,ngcobo,s**************@example.co.za,31/01/2025 11:18:00,634XXXXXXXXXXXXXXXXX,note_15,Bloemfontein,South Africa,TXN00029,3512.21,05/10/2023 12:19:00,bank_transfer,0
CUST0015,sipho,ngcobo,s**************@example.co.za,31/01/2025 11:18:00,634XXXXXXXXXXXXXXXXX,note_15,Bloemfontein,South Africa,TXN00048,9329.9,15/01/2024 16:09:00,bank_transfer,0
CUST0015,sipho,ngcobo,s**************@example.co.za,31/01/2025 11:18:00,634XXXXXXXXXXXXXXXXX,note_15,Bloemfontein,South Africa,TXN00065,9650.0,19/10/2024 14:30:00,cash,0
CUST0015,sipho,ngcobo,s**************@example.co.za,31/01/2025 11:18:00,634XXXXXXXXXXXXXXXXX,note_15,Bloemfontein,South Africa,TXN00127,1205.4,15/02/2024 11:20:00,cash,0
CUST0015,sipho,ngcobo,s**************@example.co.za,31/01/2025 11:18:00,634XXXXXXXXXXXXXXXXX,note_15,Bloemfontein,South Africa,TXN00153,4510.34,17/09/2024 06:50:00,bank_transfer,0
CUST0015,sipho,ngcobo,s**************@example.co.za,31/01/2025 11:18:00,634XXXXXXXXXXXXXXXXX,note_15,Bloemfontein,South Africa,TXN00197,6090.41,13/05/2024 12:24:00,mobile_payment,0
CUST0016,lebohang,zwane,l****************@example.co.za,22/11/2023 06:18:00,501XXXXXXXXXXXXXXXXX,,Kimberley,South Africa,TXN00020,5422.82,21/02/2025 02:45:00,mobile_payment,0
CUST0016,lebohang,zwane,l****************@example.co.za,22/11/2023 06:18:00,501XXXXXXXXXXXXXXXXX,,Kimberley,South Africa,TXN00049,7068.85,05/01/2025 08:52:00,mobile_payment,0
CUST0016,lebohang,zwane,l****************@example.co.za,22/11/2023 06:18:00,501XXXXXXXXXXXXXXXXX,,Kimberley,South Africa,TXN00066,9655.27,08/12/2024 05:35:00,bank_transfer,0
CUST0016,lebohang,zwane,l****************@example.co.za,22/11/2023 06:18:00,501XXXXXXXXXXXXXXXXX,,Kimberley,South Africa,TXN00084,4149.91,05/06/2023 14:00:00,cash,0
CUST0016,lebohang,zwane,l****************@example.co.za,22/11/2023 06:18:00,501XXXXXXXXXXXXXXXXX,,Kimberley,South Africa,TXN00110,5042.86,01/04/2025 17:46:00,bank_transfer,0
CUST0016,lebohang,zwane,l****************@example.co.za,22/11/2023 06:18:00,501XXXXXXXXXXXXXXXXX,,Kimberley,South Africa,TXN00152,1180.81,04/10/2024 00:15:00,card,0
CUST0016,lebohang,zwane,l****************@example.co.za,22/11/2023 06:18:00,501XXXXXXXXXXXXXXXXX,,Kimberley,South Africa,TXN00154,5956.98,03/04/2025 18:50:00,mobile_payment,1
CUST0016,lebohang,zwane,l****************@example.co.za,22/11/2023 06:18:00,501XXXXXXXXXXXXXXXXX,,Kimberley,South Africa,TXN00155,2254.42,25/03/2025 08:55:00,card,0
CUST0017,themba,ndlovu,t***************@example.co.za,04/02/2024 16:44:00,159XXXXXXXXXXXXXXXXX,,Polokwane,South Africa,TXN00000,7656.21,16/09/2024 12:53:00,cash,0
CUST0017,themba,ndlovu,t***************@example.co.za,04/02/2024 16:44:00,159XXXXXXXXXXXXXXXXX,,Polokwane,South Africa,TXN00041,1353.58,01/09/2023 02:40:00,bank_transfer,0
CUST0017,themba,ndlovu,t***************@example.co.za,04/02/2024 16:44:00,159XXXXXXXXXXXXXXXXX,,Polokwane,South Africa,TXN00045,4109.51,31/10/2023 06:54:00,cash,0
CUST0017,themba,ndlovu,t***************@example.co.za,04/02/2024 16:44:00,159XXXXXXXXXXXXXXXXX,,Polokwane,South Africa,TXN00137,9021.88,14/02/2024 10:33:00,bank_transfer,0
CUST0018,mpho,ndlovu,m*************@example.co.za,02/12/2021 04:55:00,957XXXXXXXXXXXXXXXXX,note_18,Pietermaritzburg,South Africa,TXN00025,,24/04/2024 02:29:00,cash,0
CUST0018,mpho,ndlovu,m*************@example.co.za,02/12/2021 04:55:00,957XXXXXXXXXXXXXXXXX,note_18,Pietermaritzburg,South Africa,TXN00092,3026.58,03/05/2024 14:45:00,mobile_payment,0
CUST0018,mpho,ndlovu,m*************@example.co.za,02/12/2021 04:55:00,957XXXXXXXXXXXXXXXXX,note_18,Pietermaritzburg,South Africa,TXN00096,2993.93,21/04/2025 01:35:00,bank_transfer,0
CUST0018,mpho,ndlovu,m*************@example.co.za,02/12/2021 04:55:00,957XXXXXXXXXXXXXXXXX,note_18,Pietermaritzburg,South Africa,TXN00106,3680.37,28/09/2024 07:25:00,cash,0
CUST0018,mpho,ndlovu,m*************@example.co.za,02/12/2021 04:55:00,957XXXXXXXXXXXXXXXXX,note_18,Pietermaritzburg,South Africa,TXN00120,3841.2,15/03/2025 16:01:00,bank_transfer,0
CUST0018,mpho,ndlovu,m*************@example.co.za,02/12/2021 04:55:00,957XXXXXXXXXXXXXXXXX,note_18,Pietermaritzburg,South Africa,TXN00130,7435.58,15/10/2023 18:25:00,cash,0
CUST0018,mpho,ndlovu,m*************@example.co.za,02/12/2021 04:55:00,957XXXXXXXXXXXXXXXXX,note_18,Pietermaritzburg,South Africa,TXN00144,2198.72,21/04/2025 09:26:00,cash,0
CUST0018,mpho,ndlovu,m*************@example.co.za,02/12/2021 04:55:00,957XXXXXXXXXXXXXXXXX,note_18,Pietermaritzburg,South Africa,TXN00150,3271.53,16/11/2024 08:54:00,cash,0
CUST0018,mpho,ndlovu,m*************@example.co.za,02/12/2021 04:55:00,957XXXXXXXXXXXXXXXXX,note_18,Pietermaritzburg,South Africa,TXN00175,9568.42,02/01/2025 20:41:00,bank_transfer,0
CUST0019,jabu,gumede,j*************@example.co.za,08/07/2020 02:54:00,367XXXXXXXXXXXXXXXXX,note_19,Pietermaritzburg,South Africa,TXN00004,9603.08,16/05/2024 08:31:00,card,0
CUST0019,jabu,gumede,j*************@example.co.za,08/07/2020 02:54:00,367XXXXXXXXXXXXXXXXX,note_19,Pietermaritzburg,South Africa,TXN00039,7576.61,20/12/2023 12:01:00,mobile_payment,0
